,state_prev,action,next_reward,next_state,game_over
183,[19.27524954 19.          9.          1.6       ],"[tensor([-169.1094], grad_fn=<AddBackward0>)]",-12.23,[19.1308386 20.         9.         2.1      ],False
184,[19.1308386 20.         9.         2.1      ],"[tensor([-168.4798], grad_fn=<AddBackward0>)]",-13.43,[19.09002139 21.          9.          1.7       ],False
185,[19.09002139 21.          9.          1.7       ],"[tensor([-168.1510], grad_fn=<AddBackward0>)]",-14.01,[19.05055261 22.          9.          2.2       ],False
186,[19.05055261 22.          9.          2.2       ],"[tensor([-168.0681], grad_fn=<AddBackward0>)]",-14.25,[19.04916185 23.          9.          2.5       ],False
187,[19.04916185 23.          9.          2.5       ],"[tensor([-168.2792], grad_fn=<AddBackward0>)]",-14.25,[19.05329115  1.         10.          0.7       ],False
188,[19.05329115  1.         10.          0.7       ],"[tensor([-167.0176], grad_fn=<AddBackward0>)]",-14.12,[19.06508772  1.         10.          0.7       ],False
189,[19.06508772  1.         10.          0.7       ],"[tensor([-166.8215], grad_fn=<AddBackward0>)]",-14.04,[19.06464126  2.         10.          1.        ],False
190,[19.06464126  2.         10.          1.        ],"[tensor([-166.6820], grad_fn=<AddBackward0>)]",-14.02,[19.0655553  3.        10.         2.       ],False
191,[19.0655553  3.        10.         2.       ],"[tensor([-166.7215], grad_fn=<AddBackward0>)]",-14.14,[19.05219871  4.         10.          2.1       ],False
192,[19.05219871  4.         10.          2.1       ],"[tensor([-166.3452], grad_fn=<AddBackward0>)]",-14.02,[19.07571939  5.         10.          2.1       ],False
193,[19.07571939  5.         10.          2.1       ],"[tensor([-166.1262], grad_fn=<AddBackward0>)]",-14.05,[19.0585801  6.        10.         2.1      ],False
194,[19.0585801  6.        10.         2.1      ],"[tensor([-165.6014], grad_fn=<AddBackward0>)]",-14.01,[19.0931391  7.        10.         2.2      ],False
195,[19.0931391  7.        10.         2.2      ],"[tensor([-165.4318], grad_fn=<AddBackward0>)]",-13.08,[19.20214889  8.         10.          2.2       ],False
196,[19.20214889  8.         10.          2.2       ],"[tensor([-165.6439], grad_fn=<AddBackward0>)]",-20.810000000000002,[19.28308354  9.         10.          2.        ],False
197,[19.28308354  9.         10.          2.        ],"[tensor([-165.7698], grad_fn=<AddBackward0>)]",-19.18,[19.41445066 10.         10.          1.7       ],False
198,[19.41445066 10.         10.          1.7       ],"[tensor([-166.2987], grad_fn=<AddBackward0>)]",-16.86,[19.61470245 11.         10.          2.        ],False
199,[19.61470245 11.         10.          2.        ],"[tensor([-167.4785], grad_fn=<AddBackward0>)]",-14.21,[19.77355892 12.         10.          2.        ],False
200,[19.77355892 12.         10.          2.        ],"[tensor([-168.2491], grad_fn=<AddBackward0>)]",-12.42,[19.87819495 13.         10.          2.5       ],False
201,[19.87819495 13.         10.          2.5       ],"[tensor([-168.6830], grad_fn=<AddBackward0>)]",-11.52,[19.92128977 14.         10.          2.8       ],False
202,[19.92128977 14.         10.          2.8       ],"[tensor([-168.5988], grad_fn=<AddBackward0>)]",-10.96,[19.95434521 15.         10.          2.2       ],False
203,[19.95434521 15.         10.          2.2       ],"[tensor([-168.0480], grad_fn=<AddBackward0>)]",-1.52,[19.86739007 16.         10.          2.2       ],False
204,[19.86739007 16.         10.          2.2       ],"[tensor([-166.5023], grad_fn=<AddBackward0>)]",-3.07,[19.71094301 17.         10.          2.2       ],False
205,[19.71094301 17.         10.          2.2       ],"[tensor([-164.2146], grad_fn=<AddBackward0>)]",-5.49,[19.55795562 18.         10.          2.        ],False
206,[19.55795562 18.         10.          2.        ],"[tensor([-161.7721], grad_fn=<AddBackward0>)]",-7.86,[19.41799215 19.         10.          1.5       ],False
207,[19.41799215 19.         10.          1.5       ],"[tensor([-159.2910], grad_fn=<AddBackward0>)]",-10.65,[19.19716829 20.         10.          0.6       ],False
208,[19.19716829 20.         10.          0.6       ],"[tensor([-156.2794], grad_fn=<AddBackward0>)]",-12.66,[19.13111094 21.         10.         -0.2       ],False
209,[19.13111094 21.         10.         -0.2       ],"[tensor([-154.3107], grad_fn=<AddBackward0>)]",-13.85,[19.04740476 22.         10.         -0.4       ],False
210,[19.04740476 22.         10.         -0.4       ],"[tensor([-152.4191], grad_fn=<AddBackward0>)]",-14.57,[19.02516844 23.         10.          0.5       ],False
211,[19.02516844 23.         10.          0.5       ],"[tensor([-151.3176], grad_fn=<AddBackward0>)]",-14.77,[19.03035887  1.         11.          0.2       ],False
212,[19.03035887  1.         11.          0.2       ],"[tensor([-154.5422], grad_fn=<AddBackward0>)]",-15.23,[18.97568635  1.         11.          0.2       ],False
213,[18.97568635  1.         11.          0.2       ],"[tensor([-153.2805], grad_fn=<AddBackward0>)]",-15.85,[18.94036488  2.         11.          0.        ],False
214,[18.94036488  2.         11.          0.        ],"[tensor([-152.1699], grad_fn=<AddBackward0>)]",-16.12,[18.94382132  3.         11.         -0.4       ],False
215,[18.94382132  3.         11.         -0.4       ],"[tensor([-151.3732], grad_fn=<AddBackward0>)]",-15.85,[18.97819323  4.         11.         -0.7       ],False
216,[18.97819323  4.         11.         -0.7       ],"[tensor([-150.8729], grad_fn=<AddBackward0>)]",-15.55,[18.98772921  5.         11.         -1.5       ],False
217,[18.98772921  5.         11.         -1.5       ],"[tensor([-150.1991], grad_fn=<AddBackward0>)]",-15.48,[18.98464113  6.         11.         -0.5       ],False
218,[18.98464113  6.         11.         -0.5       ],"[tensor([-149.8346], grad_fn=<AddBackward0>)]",-15.19,[19.04183561  7.         11.         -0.7       ],False
219,[19.04183561  7.         11.         -0.7       ],"[tensor([-149.6835], grad_fn=<AddBackward0>)]",-14.06,[19.15274686  8.         11.         -2.2       ],False
220,[19.15274686  8.         11.         -2.2       ],"[tensor([-149.6666], grad_fn=<AddBackward0>)]",-21.52,[19.2486291  9.        11.        -2.2      ],False
221,[19.2486291  9.        11.        -2.2      ],"[tensor([-150.0540], grad_fn=<AddBackward0>)]",-20.29,[19.30702228 10.         11.         -1.4       ],False
222,[19.30702228 10.         11.         -1.4       ],"[tensor([-150.5211], grad_fn=<AddBackward0>)]",-19.52,[19.33538436 11.         11.         -1.        ],False
223,[19.33538436 11.         11.         -1.        ],"[tensor([-150.8241], grad_fn=<AddBackward0>)]",-18.72,[19.40286341 12.         11.         -0.4       ],False
224,[19.40286341 12.         11.         -0.4       ],"[tensor([-151.4729], grad_fn=<AddBackward0>)]",-17.81,[19.46043998 13.         11.          0.        ],False
225,[19.46043998 13.         11.          0.        ],"[tensor([-152.0839], grad_fn=<AddBackward0>)]",-17.27,[19.51600189 14.         11.         -0.2       ],False
226,[19.51600189 14.         11.         -0.2       ],"[tensor([-152.6689], grad_fn=<AddBackward0>)]",-16.84,[19.51947769 15.         11.          0.3       ],False
227,[19.51947769 15.         11.          0.3       ],"[tensor([-153.0429], grad_fn=<AddBackward0>)]",-7.47,[19.46263038 16.         11.          0.7       ],False
228,[19.46263038 16.         11.          0.7       ],"[tensor([-152.8193], grad_fn=<AddBackward0>)]",-8.3,[19.41611145 17.         11.          0.6       ],False
229,[19.41611145 17.         11.          0.6       ],"[tensor([-152.4474], grad_fn=<AddBackward0>)]",-9.15,[19.38801505 18.         11.          0.7       ],False
230,[19.38801505 18.         11.          0.7       ],"[tensor([-152.0636], grad_fn=<AddBackward0>)]",-9.88,[19.34694337 19.         11.          1.2       ],False
231,[19.34694337 19.         11.          1.2       ],"[tensor([-151.5128], grad_fn=<AddBackward0>)]",-11.74,[19.15779768 20.         11.          2.        ],False
232,[19.15779768 20.         11.          2.        ],"[tensor([-150.1057], grad_fn=<AddBackward0>)]",-13.9,[19.0466472 21.        11.         2.2      ],False
233,[19.0466472 21.        11.         2.2      ],"[tensor([-149.2697], grad_fn=<AddBackward0>)]",-15.62,[18.9341493 22.        11.         2.7      ],False
234,[18.9341493 22.        11.         2.7      ],"[tensor([-148.6219], grad_fn=<AddBackward0>)]",-16.83,[18.8844979 23.        11.         3.1      ],False
235,[18.8844979 23.        11.         3.1      ],"[tensor([-148.5113], grad_fn=<AddBackward0>)]",-17.14,[18.90142154  1.         12.          3.5       ],False
236,[18.90142154  1.         12.          3.5       ],"[tensor([-150.4028], grad_fn=<AddBackward0>)]",-17.05,[18.9029379  1.        12.         3.5      ],False
237,[18.9029379  1.        12.         3.5      ],"[tensor([-150.2341], grad_fn=<AddBackward0>)]",-17.13,[18.88706629  2.         12.          3.6       ],False
238,[18.88706629  2.         12.          3.6       ],"[tensor([-150.0973], grad_fn=<AddBackward0>)]",-17.33,[18.87461717  3.         12.          3.5       ],False
239,[18.87461717  3.         12.          3.5       ],"[tensor([-150.0508], grad_fn=<AddBackward0>)]",-17.58,[18.85696496  4.         12.          3.2       ],False
240,[18.85696496  4.         12.          3.2       ],"[tensor([-150.0497], grad_fn=<AddBackward0>)]",-17.85,[18.83875825  5.         12.          3.1       ],False
241,[18.83875825  5.         12.          3.1       ],"[tensor([-150.1369], grad_fn=<AddBackward0>)]",-18.28,[18.80407266  6.         12.          3.        ],False
242,[18.80407266  6.         12.          3.        ],"[tensor([-150.1740], grad_fn=<AddBackward0>)]",-17.97,[18.8839578  7.        12.         3.       ],False
243,[18.8839578  7.        12.         3.       ],"[tensor([-150.9833], grad_fn=<AddBackward0>)]",-16.72,[18.98968926  8.         12.          3.        ],False
244,[18.98968926  8.         12.          3.        ],"[tensor([-151.9870], grad_fn=<AddBackward0>)]",-24.83,[18.94446456  9.         12.          2.7       ],False
245,[18.94446456  9.         12.          2.7       ],"[tensor([-152.3018], grad_fn=<AddBackward0>)]",-24.82,[18.95366849 10.         12.          3.        ],False
246,[18.95366849 10.         12.          3.        ],"[tensor([-153.1939], grad_fn=<AddBackward0>)]",-24.15,[19.04160245 11.         12.          3.        ],False
247,[19.04160245 11.         12.          3.        ],"[tensor([-154.6793], grad_fn=<AddBackward0>)]",-22.97,[19.11512531 12.         12.          3.        ],False
248,[19.11512531 12.         12.          3.        ],"[tensor([-156.2586], grad_fn=<AddBackward0>)]",-21.77,[19.19283233 13.         12.          3.1       ],False
249,[19.19283233 13.         12.          3.1       ],"[tensor([-157.9463], grad_fn=<AddBackward0>)]",-20.75,[19.29987194 14.         12.          3.5       ],False
250,[19.29987194 14.         12.          3.5       ],"[tensor([-159.8766], grad_fn=<AddBackward0>)]",-19.8,[19.32013223 15.         12.          3.7       ],False
251,[19.32013223 15.         12.          3.7       ],"[tensor([-161.2472], grad_fn=<AddBackward0>)]",-9.85,[19.32363206 16.         12.          3.7       ],False
252,[19.32363206 16.         12.          3.7       ],"[tensor([-162.2355], grad_fn=<AddBackward0>)]",-10.11,[19.30563297 17.         12.          3.7       ],False
253,[19.30563297 17.         12.          3.7       ],"[tensor([-162.9162], grad_fn=<AddBackward0>)]",-10.83,[19.27296988 18.         12.          3.7       ],False
254,[19.27296988 18.         12.          3.7       ],"[tensor([-163.3547], grad_fn=<AddBackward0>)]",-11.55,[19.23890993 19.         12.          3.7       ],False
255,[19.23890993 19.         12.          3.7       ],"[tensor([-163.6599], grad_fn=<AddBackward0>)]",-13.0,[19.09979666 20.         12.          4.        ],False
256,[19.09979666 20.         12.          4.        ],"[tensor([-163.3253], grad_fn=<AddBackward0>)]",-14.1,[19.07126633 21.         12.          4.        ],False
257,[19.07126633 21.         12.          4.        ],"[tensor([-163.5140], grad_fn=<AddBackward0>)]",-14.68,[19.02252691 22.         12.          3.6       ],False
258,[19.02252691 22.         12.          3.6       ],"[tensor([-163.5119], grad_fn=<AddBackward0>)]",-14.99,[19.01704537 23.         12.          3.2       ],False
259,[19.01704537 23.         12.          3.2       ],"[tensor([-163.8332], grad_fn=<AddBackward0>)]",-14.94,[19.0316229  1.        13.         3.       ],False
260,[19.0316229  1.        13.         3.       ],"[tensor([-163.5378], grad_fn=<AddBackward0>)]",-14.7,[19.04592725  1.         13.          3.        ],False
261,[19.04592725  1.         13.          3.        ],"[tensor([-163.5200], grad_fn=<AddBackward0>)]",-14.58,[19.04689725  2.         13.          3.        ],False
262,[19.04689725  2.         13.          3.        ],"[tensor([-163.4496], grad_fn=<AddBackward0>)]",-14.54,[19.04703986  3.         13.          2.6       ],False
263,[19.04703986  3.         13.          2.6       ],"[tensor([-163.2813], grad_fn=<AddBackward0>)]",-14.58,[19.04260766  4.         13.          2.5       ],False
264,[19.04260766  4.         13.          2.5       ],"[tensor([-163.0819], grad_fn=<AddBackward0>)]",-14.72,[19.02919928  5.         13.          2.2       ],False
265,[19.02919928  5.         13.          2.2       ],"[tensor([-162.7677], grad_fn=<AddBackward0>)]",-14.89,[19.01871072  6.         13.          2.1       ],False
266,[19.01871072  6.         13.          2.1       ],"[tensor([-162.4330], grad_fn=<AddBackward0>)]",-15.04,[19.01026358  7.         13.          2.        ],False
267,[19.01026358  7.         13.          2.        ],"[tensor([-162.0737], grad_fn=<AddBackward0>)]",-14.79,[19.06580732  8.         13.          2.        ],False
268,[19.06580732  8.         13.          2.        ],"[tensor([-162.1362], grad_fn=<AddBackward0>)]",-24.27,[19.08743166  9.         13.          1.7       ],False
269,[19.08743166  9.         13.          1.7       ],"[tensor([-162.2257], grad_fn=<AddBackward0>)]",-24.1,[19.08256582 10.         13.          1.5       ],False
270,[19.08256582 10.         13.          1.5       ],"[tensor([-162.3846], grad_fn=<AddBackward0>)]",-23.97,[19.09967101 11.         13.          1.5       ],False
271,[19.09967101 11.         13.          1.5       ],"[tensor([-162.8914], grad_fn=<AddBackward0>)]",-23.71,[19.11846694 12.         13.          1.7       ],False
272,[19.11846694 12.         13.          1.7       ],"[tensor([-163.6199], grad_fn=<AddBackward0>)]",-23.46,[19.12990358 13.         13.          2.2       ],False
273,[19.12990358 13.         13.          2.2       ],"[tensor([-164.5435], grad_fn=<AddBackward0>)]",-23.32,[19.1347775 14.        13.         3.       ],False
274,[19.1347775 14.        13.         3.       ],"[tensor([-165.5478], grad_fn=<AddBackward0>)]",-23.21,[19.14402432 15.         13.          3.        ],False
275,[19.14402432 15.         13.          3.        ],"[tensor([-166.5742], grad_fn=<AddBackward0>)]",-13.15,[19.14514229 16.         13.          3.        ],False
